dataset	accuracy	time_s	train_ratio	prep_s	fit_s	predict_s	total_e2e_s
ASP-POTASSCO-classification	0.416988	2.292	0.799845	0.003	0.205	2.087	2.295
Amazon_employee_access	0.942173	10.060	0.799994	0.004	0.140	9.920	10.064
BLE_RSSI_dataset_for_Indoor_localization	0.733600	1.021	0.799980	0.002	0.042	0.978	1.023
BNG(breast-w)	0.985522	16.730	0.799980	0.004	0.237	16.493	16.734
BNG(cmc)	0.569982	31.887	0.799986	0.004	0.335	31.551	31.891
BNG(tic-tac-toe)	0.785243	16.617	0.799980	0.004	0.239	16.377	16.621
Bank_Customer_Churn_Dataset	0.863000	2.004	0.800000	0.003	0.077	1.927	2.007
Basketball_c	0.716418	0.242	0.800000	0.003	0.032	0.211	0.245
Cardiovascular-Disease-dataset	0.729214	50.406	0.800000	0.005	0.392	50.014	50.411
Click_prediction_small	0.831539	5.886	0.799990	0.003	0.076	5.810	5.888
Credit_c	0.707113	41.915	0.801311	0.006	0.792	41.123	41.921
Customer_Personality_Analysis	0.890625	0.488	0.800000	0.002	0.045	0.444	0.491
Diabetic_Retinopathy_Debrecen	0.727273	0.260	0.799305	0.002	0.029	0.231	0.262
E-CommereShippingData	0.668636	2.131	0.799982	0.003	0.061	2.070	2.134
Employee	0.847476	0.704	0.799914	0.002	0.024	0.679	0.706
FICO-HELOC-cleaned	0.739241	2.556	0.799919	0.003	0.125	2.431	2.559
Firm-Teacher_Clave-Direction_Classification	0.736111	2.390	0.800000	0.003	0.103	2.287	2.393
Fitness_Club_c	0.795302	0.182	0.799596	0.002	0.013	0.170	0.185
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1	0.603125	0.331	0.800000	0.002	0.034	0.298	0.333
GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001	0.675000	0.332	0.800000	0.002	0.035	0.297	0.334
Gender_Gap_in_Spanish_WP	0.585263	0.837	0.799831	0.002	0.035	0.802	0.839
GesturePhaseSegmentationProcessed	0.635443	2.971	0.799959	0.003	0.169	2.802	2.974
HR_Analytics_Job_Change_of_Data_Scientists	0.852260	1.812	0.797432	0.003	0.060	1.752	1.815
IBM_HR_Analytics_Employee_Attrition_and_Performance	0.874150	0.404	0.800000	0.002	0.051	0.354	0.406
INNHotelsGroup	0.858442	15.894	0.800000	0.004	0.300	15.594	15.897
Indian_pines	0.930563	11.458	0.799978	0.008	1.031	10.427	11.466
JapaneseVowels	0.992975	2.169	0.799920	0.003	0.081	2.088	2.172
KDDCup09_upselling	0.763158	1.802	0.799922	0.003	0.146	1.655	1.805
MIC	0.903030	1.076	0.799879	0.003	0.163	0.913	1.079
MagicTelescope	0.875920	4.765	0.800000	0.003	0.111	4.654	4.768
Marketing_Campaign	0.892857	0.503	0.800000	0.002	0.048	0.455	0.506
Mobile_Price_Classification	0.977500	0.409	0.800000	0.002	0.038	0.371	0.411
National_Health_and_Nutrition_Health_Survey	0.828947	0.294	0.799824	0.002	0.019	0.275	0.297
PhishingWebsites	0.971506	3.189	0.800000	0.003	0.144	3.045	3.193
PieChart3	0.875000	0.358	0.799443	0.002	0.057	0.301	0.360
Pima_Indians_Diabetes_Database	0.753247	0.144	0.799479	0.002	0.014	0.130	0.146
PizzaCutter3	0.880383	0.353	0.799617	0.002	0.054	0.299	0.355
Pumpkin_Seeds	0.874000	0.400	0.800000	0.002	0.027	0.374	0.402
QSAR_biodegradation	0.876777	0.377	0.799810	0.003	0.061	0.316	0.380
SDSS17	0.970250	97.378	0.800000	0.006	0.676	96.701	97.384
Satellite	0.993137	1.476	0.800000	0.002	0.105	1.371	1.479
Telecom_Churn_Dataset	0.944528	0.657	0.799880	0.002	0.041	0.615	0.659
UJI_Pen_Characters	0.494505	2.719	0.799853	0.002	0.124	2.595	2.722
Water_Quality_and_Potability	0.638720	0.489	0.799756	0.003	0.022	0.466	0.491
Wilt	0.990674	0.477	0.799834	0.002	0.018	0.458	0.479
abalone	0.633971	0.635	0.799856	0.002	0.026	0.610	0.638
ada	0.843373	1.391	0.799855	0.003	0.105	1.286	1.394
ada_agnostic	0.832421	1.528	0.799868	0.003	0.107	1.421	1.531
ada_prior	0.842458	0.826	0.799955	0.002	0.039	0.787	0.828
airlines_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True	0.585000	0.259	0.800000	0.002	0.017	0.241	0.261
allbp	0.974834	0.920	0.799841	0.002	0.060	0.860	0.922
allrep	0.974834	0.913	0.799841	0.002	0.058	0.856	0.916
analcatdata_authorship	0.988166	0.463	0.799049	0.003	0.098	0.365	0.466
artificial-characters	0.685421	1.894	0.799961	0.003	0.048	1.846	1.897
autoUniv-au4-2500	0.510000	1.528	0.800000	0.003	0.192	1.335	1.531
autoUniv-au7-1100	0.354545	0.201	0.800000	0.002	0.019	0.182	0.203
bank	0.895831	23.376	0.799982	0.004	0.378	22.998	23.380
banknote_authentication	0.545455	0.096	0.799563	0.004	0.009	0.087	0.100
baseball	0.940299	0.267	0.800000	0.002	0.027	0.240	0.269
car-evaluation	0.757225	0.365	0.799769	0.002	0.035	0.329	0.367
churn	0.935000	1.073	0.800000	0.002	0.061	1.011	1.075
cmc	0.572881	0.236	0.799728	0.002	0.018	0.218	0.239
company_bankruptcy_prediction	0.970674	3.956	0.799971	0.004	0.325	3.631	3.960
contraceptive_method_choice	0.596610	0.236	0.799728	0.002	0.018	0.219	0.239
credit	0.774454	3.949	0.799988	0.003	0.095	3.854	3.952
default_of_credit_card_clients	0.823833	12.338	0.800000	0.004	0.382	11.956	12.342
delta_ailerons	0.947405	0.763	0.799972	0.003	0.026	0.737	0.766
dis	0.984106	0.925	0.799841	0.002	0.062	0.863	0.927
dna	0.921630	3.269	0.799749	0.004	0.360	2.909	3.273
drug_consumption	0.403183	0.311	0.799894	0.002	0.024	0.288	0.314
dry_bean_dataset	0.928021	3.301	0.799941	0.003	0.125	3.176	3.304
eeg-eye-state	0.957944	3.727	0.800000	0.003	0.130	3.598	3.731
electricity	0.810107	21.506	0.799987	0.004	0.255	21.250	21.510
estimation_of_obesity_levels	0.981087	0.398	0.799621	0.002	0.031	0.367	0.400
eye_movements	0.568556	3.004	0.799927	0.003	0.166	2.838	3.007
eye_movements_bin	0.587385	1.770	0.799947	0.003	0.100	1.670	1.774
first-order-theorem-proving	0.615196	2.237	0.799935	0.003	0.176	2.061	2.240
gas-drift	0.994608	11.180	0.800000	0.007	1.014	10.166	11.187
gina_agnostic	0.793948	23.461	0.799885	0.012	2.413	21.048	23.473
golf_play_dataset_extended	0.931507	0.191	0.800000	0.002	0.015	0.176	0.193
